Date,Open,High,Close,Target_5min,Target_1hour,Target_1day
2023-12-01 00:10:00,11.0,6.0,6.0,17.0,132.0,2967.0
2023-12-01 00:15:00,17.0,11.0,6.0,12.0,125.0,2961.0
2023-12-01 00:20:00,12.0,17.0,11.0,9.0,119.0,2953.0
2023-12-01 00:25:00,9.0,12.0,17.0,7.0,118.0,2948.0
2023-12-01 00:30:00,7.0,9.0,12.0,7.0,121.0,2950.0
2023-12-01 00:35:00,7.0,7.0,9.0,9.0,120.0,2949.0
2023-12-01 00:40:00,9.0,7.0,7.0,9.0,119.0,2946.0
2023-12-01 00:45:00,9.0,9.0,7.0,11.0,117.0,2942.0
2023-12-01 00:50:00,11.0,9.0,9.0,13.0,115.0,2939.0
2023-12-01 00:55:00,13.0,11.0,9.0,15.0,107.0,2936.0
2023-12-01 01:00:00,15.0,13.0,11.0,7.0,97.0,2926.0
2023-12-01 01:05:00,7.0,15.0,13.0,16.0,97.0,2924.0
2023-12-01 01:10:00,16.0,7.0,15.0,10.0,86.0,2911.0
2023-12-01 01:15:00,10.0,16.0,7.0,6.0,83.0,2914.0
2023-12-01 01:20:00,6.0,10.0,16.0,8.0,86.0,2917.0
2023-12-01 01:25:00,8.0,6.0,10.0,10.0,85.0,2920.0
2023-12-01 01:30:00,10.0,8.0,6.0,6.0,78.0,2914.0
2023-12-01 01:35:00,6.0,10.0,8.0,8.0,73.0,2916.0
2023-12-01 01:40:00,8.0,6.0,10.0,7.0,70.0,2913.0
2023-12-01 01:45:00,7.0,8.0,6.0,9.0,70.0,2915.0
2023-12-01 01:50:00,9.0,7.0,8.0,5.0,68.0,2921.0
2023-12-01 01:55:00,5.0,9.0,7.0,5.0,67.0,2922.0
2023-12-01 02:00:00,5.0,5.0,9.0,7.0,67.0,2917.0
2023-12-01 02:05:00,7.0,5.0,5.0,5.0,68.0,2920.0
2023-12-01 02:10:00,5.0,7.0,5.0,7.0,66.0,2921.0
2023-12-01 02:15:00,7.0,5.0,7.0,9.0,64.0,2930.0
2023-12-01 02:20:00,9.0,7.0,5.0,7.0,58.0,2930.0
2023-12-01 02:25:00,7.0,9.0,7.0,3.0,54.0,2934.0
2023-12-01 02:30:00,3.0,7.0,9.0,1.0,54.0,2937.0
2023-12-01 02:35:00,1.0,3.0,7.0,5.0,59.0,2940.0
2023-12-01 02:40:00,5.0,1.0,3.0,7.0,60.0,2940.0
2023-12-01 02:45:00,7.0,5.0,1.0,7.0,58.0,2939.0
2023-12-01 02:50:00,7.0,7.0,5.0,4.0,55.0,2933.0
2023-12-01 02:55:00,4.0,7.0,7.0,5.0,55.0,2942.0
2023-12-01 03:00:00,5.0,4.0,7.0,8.0,56.0,2938.0
2023-12-01 03:05:00,8.0,5.0,4.0,3.0,53.0,2935.0
2023-12-01 03:10:00,3.0,8.0,5.0,5.0,56.0,2938.0
2023-12-01 03:15:00,5.0,3.0,8.0,3.0,54.0,2940.0
2023-12-01 03:20:00,3.0,5.0,3.0,3.0,59.0,2940.0
2023-12-01 03:25:00,3.0,3.0,5.0,3.0,60.0,2937.0
2023-12-01 03:30:00,3.0,3.0,3.0,6.0,62.0,2941.0
2023-12-01 03:35:00,6.0,3.0,3.0,6.0,59.0,2938.0
